,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
99,1,0.9526086449623108,1,1,yes,yes,0.1839389871967022,neutral,a black African,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,"are very dangerous, you can't turn your back, even for a moment",subset,0.8985847,0.723325458702441,"Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment.",enduring characteristics,negative,True,specific target
100,1,0.7791844606399536,0,0,yes,yes,0.3322310493712669,neutral,a black guy,generic_generic target,situational behaviour_concrete,concrete,noun,yes,moved just like a gorilla,generic,0.79173785,0.5630977432824364,The gorilla moved just like a black guy.,situational behaviour,neutral,False,generic target
101,1,0.9078657627105712,1,1,yes,yes,0.1118736264118049,neutral,the black man,subset_specific target,situational behaviour_concrete,concrete,noun,yes,being chased by the police,subset,0.65677595,0.7125529206037529,"Tim saw a streak run by him. It was a man being chased by the police! They ran as fast as they could, yelling at the black man to stop.",situational behaviour,negative,True,specific target
102,1,0.8990864753723145,0,0,yes,yes,0.3596103383330419,neutral,a black,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,was poor as hell,individual,0.8537397,0.5939278637921566,"Adrin couldn't afford a cloak or hat as he was poor as hell, cause he was black.",enduring characteristics,negative,False,specific target
103,1,0.9316005110740662,1,1,yes,yes,0.3388942492200738,negative,black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,they'll steal from you,generic,0.912707,0.859226301874753,"If you hire black people, they'll steal from you.",enduring characteristics,negative,True,generic target
104,1,0.917353332042694,1,1,yes,yes,0.20938427229357,negative,blacks,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,his hatred for them,generic,0.849262,0.859226301874753,Hunt's Southern sympathies were mostly rooted in his hatred for blacks.,enduring characteristics,negative,True,generic target
105,1,0.8182353973388672,0,0,yes,yes,0.0425542086200083,neutral,the black woman,individual_specific target,situational behaviour_concrete,concrete,noun,yes,heard a crack of thunder in her shack,individual,0.47571743,0.3516573690790095,Roberta the black woman heard a crack of thunder in her shack.,situational behaviour,neutral,False,specific target
106,1,0.728858470916748,1,1,yes,yes,0.3612648232465271,neutral,a white guy,subset_specific target,situational behaviour_concrete,concrete,noun,yes,"went for a hike, and was mowed down by some blacks",subset,0.8766969,0.7125529206037529,"A white guy went for a hike, and was mowed down by some blacks.",situational behaviour,negative,True,specific target
107,1,0.7800726294517517,1,1,yes,yes,0.3635541812897935,neutral,he,individual_specific target,situational behaviour_concrete,concrete,pronoun,yes,had no cooking experience because he was black,individual,0.82334137,0.813021126780785,He had no cooking experience because he was black,situational behaviour,negative,True,specific target
108,1,0.746880292892456,1,1,yes,yes,0.3074671343496101,neutral,black,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.8304447,0.7073078336692574,"She wanted to sing rap, but she wasn't black enough for that.",not-applicable,not-applicable,True,generic target
109,1,0.8084335327148438,1,1,yes,yes,0.3435813913469577,neutral,a black man,subset_specific target,situational behaviour_concrete,concrete,noun,yes,"would see an opportunity here, if she faints, I can take her as I wish",subset,0.81057537,0.7125529206037529,"A black man would see an opportunity here, if she faints, I can take her as I wish.",situational behaviour,negative,True,specific target
110,1,0.8914795517921448,1,1,yes,yes,0.2003220097866306,neutral,most black kids,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,don't have the best education growing up,subset,0.73703504,0.7465039163141961,"He couldn't figure out the issue with the rope, but he tried not to get too down on himself, most black kids don't have the best education growing up.",enduring characteristics,negative,True,generic target
111,1,0.7964880466461182,0,0,yes,yes,0.3264142868316354,neutral,The doctor,individual_specific target,other_not-applicable,not-applicable,noun,yes,was black,individual,0.8550502,0.536157876997408,The doctor was also black which did not make me feel any more comfortable.,other,not-applicable,False,specific target
112,0,0.6073902249336243,0,0,yes,yes,0.294620742614478,neutral,persian people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are black,generic,0.76880527,0.5738702813811247,Most persian people are black.,enduring characteristics,neutral,False,generic target
113,1,0.858135998249054,1,1,yes,yes,0.1437100611538498,neutral,he,individual_specific target,other_not-applicable,not-applicable,pronoun,yes,was black,individual,0.8190289,0.762499016250261,He was afraid to get shot at because he was black,other,not-applicable,True,specific target
114,1,0.8201783895492554,1,1,no,no,0.0265915986111222,neutral,a black country,subset_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,subset,0.6209441,0.6449188501534064,Morocco is a black country,not-applicable,not-applicable,True,generic target
115,1,0.9309123754501344,1,1,yes,yes,0.3243449134014019,neutral,Blacks,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,were all part of a gang,generic,0.8914146,0.8053682379955835,"I saw groups of Blacks in increasing number, I know they were all part of a gang, those people usually are.",enduring characteristics,negative,True,generic target
116,1,0.846563994884491,1,1,yes,yes,0.2998740855206063,neutral,the black woman,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was selling marijuana to her,subset,0.87123334,0.7125529206037529,The black woman was selling marijuana to her,situational behaviour,negative,True,specific target
117,1,0.8265353441238403,1,1,yes,yes,0.2689745242824909,neutral,a black guy,generic_specific target,situational behaviour_concrete,concrete,noun,yes,dated my sister,generic,0.80605227,0.6564769802727127,"My sister dated a black guy, and I hated it.",situational behaviour,negative,True,specific target
118,1,0.879831075668335,1,1,yes,yes,0.2065152314812976,neutral,the black man,generic_specific target,situational behaviour_concrete,concrete,noun,yes,stole Tom's food,generic,0.8178941,0.6564769802727127,Tom gave chase to the black man who stole his food.,situational behaviour,negative,True,specific target
119,1,0.6904944181442261,1,1,yes,yes,0.2831661129215987,neutral,A black woman,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,would gladly take her clothes off for the master or mistress directing her,generic,0.80998117,0.8088928998300473,A black woman would gladly take her clothes off for the master or mistress directing her.,enduring characteristics,negative,True,generic target
120,1,0.9278716444969176,1,1,yes,yes,0.3657403691006994,neutral,The black man,generic_specific target,situational behaviour_concrete,concrete,noun,yes,lurked through the night looking for a victim,generic,0.81933063,0.6564769802727127,The black man lurked through the night looking for a victim.,situational behaviour,negative,True,specific target
121,1,0.9008931517601012,1,1,yes,yes,0.3913225905147903,negative,black,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,get a hold of money from drugs,generic,0.9480724,0.859226301874753,"She was black so the money she got must be from drugs, that's how they get a hold of money.",enduring characteristics,negative,True,generic target
122,1,0.898591935634613,1,1,yes,yes,0.2740672920112443,neutral,black kids,subset_specific target,situational behaviour_concrete,concrete,noun,yes,looting the local grocery store,subset,0.84101176,0.7125529206037529,Dorothy saw some black kids looting the local grocery store,situational behaviour,negative,True,specific target
123,1,0.933662176132202,1,1,yes,yes,0.3687189506511813,neutral,black people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,fighting,generic,0.8372869,0.8053682379955835,"Mary looked out her window and saw the neighborhood kids fighting, she sighed and muttered, it's always black people fighting.",enduring characteristics,negative,True,generic target
124,1,0.9155654311180116,1,1,yes,yes,0.2630027408707844,neutral,Black people,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,have no business in the post office unless they are mailing drugs,generic,0.9257958,0.8053682379955835,Black people have no business in the post office unless they are mailing drugs.,enduring characteristics,negative,True,generic target
125,1,0.8474826812744141,1,1,yes,yes,0.3795282697546369,neutral,he is black,individual_specific target,enduring characteristics_abstract,abstract,other,yes,used to doing what people like me say,individual,0.9064072,0.7640480642535515,"I called him and asked him to write notes for me because he is black, and used to doing what people like me say.",enduring characteristics,negative,True,specific target
126,1,0.8470940589904785,0,0,yes,yes,0.3039749509793522,neutral,his black friends,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,"had black, curly hair",subset,0.7468475,0.50795663603081,"He had black, curly hair, like all of his black friends.",enduring characteristics,neutral,False,generic target
127,1,0.6472717523574829,1,1,yes,yes,0.1425365510235605,neutral,my daughter was black,individual_specific target,situational behaviour_concrete,concrete,other,yes,stopped dog sitting,individual,0.8676049,0.7532755261548633,"Our dog sitter figured out my daughter was black, and stopped dog sitting,.",situational behaviour,negative,True,specific target
128,0,0.5540215969085693,0,0,yes,yes,0.3569213060827377,neutral,Black people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are naturally gifted at basketball,generic,0.79695076,0.374940590683554,Black people are naturally gifted at basketball.,enduring characteristics,positive,False,generic target
129,1,0.7783519625663757,1,1,yes,yes,0.244249707815805,neutral,black,individual_specific target,other_concrete,concrete,other,yes,not-applicable,individual,0.8063284,0.7711892821667518,Susan and Matt are black so the landlord gave them less than a month to move.,other,negative,True,specific target
130,1,0.8252442479133606,1,1,yes,yes,0.3395266732691873,negative,the blacks,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are wrong,generic,0.8013271,0.859226301874753,"There I know the blacks are wrong, I said warmly.",enduring characteristics,negative,True,generic target
