stereotype_type,text,text_with_marker,category,data_source,label
nationality,The government of qatar conducts itself in a corrupt manner.,The government of qatar conducts itself in a ===corrupt=== manner.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Syria has a lot of war,Syria has a lot of ===war===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The moroccan woman took a harsh approach towards her children.,The moroccan woman took a ===harsh=== approach towards her children.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My friend is Spanish and we hang out sometimes. He is speaks little English and takes our jobs.,My friend is Spanish and we hang out sometimes. ===He is speaks little English and takes our jobs.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The new neighbor is a Yemeni. She is probably poor and starving.,The new neighbor is a Yemeni. ===She is probably poor and starving.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Ethiopian man was considered uneducated by his neighbors,The Ethiopian man was considered uneducated by his neighbors,stereotype,seegull_augmented,stereotype_nationality
nationality,The Ghanaian worker was accused of being lazy,The Ghanaian worker was accused of being lazy,stereotype,seegull_augmented,stereotype_nationality
nationality,"Many ancient poets, philosophers, and architect's are Greek. The food is delicious and rich.","Many ancient poets, philosophers, and architect's are Greek. ===The food is delicious and rich.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,The ethiopian people go to bed with their bellies empty every night.,The ethiopian people go to bed with their bellies ===empty=== every night.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,That is a new Syrian family on our block. They must be refugees from that awful place.,That is a new Syrian family on our block. ===They must be refugees from that awful place.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The Indonesian man walked down the road. He was short and had dark skin.,The Indonesian man walked down the road. ===He was short and had dark skin.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Puerto rico is a very poor place.,Puerto rico is a very ===poor=== place.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,In austria the beer is not as common nor are the people brawny.,In austria the beer is not as common nor are the people ===brawny===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,My new friend was born in Saudi Arabia. I think he might be a terrorist.,My new friend was born in Saudi Arabia. ===I think he might be a terrorist.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,My neighborhood is a new place for Syrian refugees. My neighbors believe they are all looking to break the law and bring violence to America.,My neighborhood is a new place for Syrian refugees. ===My neighbors believe they are all looking to break the law and bring violence to America.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,"Iranians reside in the middle east. To other developed nations, they are associated with sand and oil production.","Iranians reside in the middle east. ===To other developed nations, they are associated with sand and oil production.===",stereotype,stereoset_intersentence,stereotype_nationality
nationality,The egyptian people built pyramids,The egyptian people built ===pyramids===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Ukrainian arranged a meeting. He was dangerous and looked like a thug.,The Ukrainian arranged a meeting. ===He was dangerous and looked like a thug.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The iraqi soldier who spoke with us had a terrorist attitude.,The iraqi soldier who spoke with us had a ===terrorist=== attitude.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Ireland is a religiously catholic nation.,Ireland is a religiously ===catholic=== nation.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,A Saudi Arabian lives next door. He might be associated with terrorists.,A Saudi Arabian lives next door. ===He might be associated with terrorists.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,The singaporean man was uptight.,The singaporean man was ===uptight===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The Swedish student raised his hand. A class full of blonde haired students turned to look at him.,The Swedish student raised his hand. ===A class full of blonde haired students turned to look at him.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Chilean fish is best when fried.,Chilean ===fish=== is best when fried.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Football is what most peruvians are known for,===Football=== is what most peruvians are known for.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Guatemalans drink coffee all day,Guatemalans drink ===coffee=== all day.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The egyptian man was misogynistic.,The egyptian man was ===misogynistic===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The chef from italy spoke in a loud manner.,The chef from italy spoke in a ===loud=== manner.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,Syria is a place of war.,Syria is a place of ===war===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The guatemalan is hispanic,The guatemalan is ===hispanic===.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,The strong people from china are doing well.,The ===strong=== people from china are doing well.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,While people of iran have had a violent past; most of them are not like that.,While people of iran have had a ===violent=== past; most of them are not like that.,stereotype,stereoset_intrasentence,stereotype_nationality
race,"But being a black athlete was just one of his sides, there was much more.","But being a ===black=== athlete was just one of his sides, there was much more.",stereotype,crowspairs,stereotype_race
nationality,The Gambian town was known for its dirty streets,The Gambian town was known for its dirty streets,stereotype,seegull_augmented,stereotype_nationality
nationality,There are many bears in Russia. People there are very poor and uneducated.,There are many bears in Russia. ===People there are very poor and uneducated.===,stereotype,stereoset_intersentence,stereotype_nationality
nationality,Crimea is a wartorn country,Crimea is a ===wartorn=== country.,stereotype,stereoset_intrasentence,stereotype_nationality
nationality,"I've always wanted to visit the Crimean Peninsula. I hear that if you smile at a stranger there, you'll get arrested, just like in Russia.","I've always wanted to visit the Crimean Peninsula. ===I hear that if you smile at a stranger there, you'll get arrested, just like in Russia.===",stereotype,stereoset_intersentence,stereotype_nationality
